"","Scenario","Unit","Region","Variable","Year","Value"
"818","Current Measures","Megatonnes","Northwest Territories","Biomass",2029,0
"819","Current Measures","Megatonnes","Nova Scotia","Biomass",2029,0
"820","Current Measures","Megatonnes","Nunavut","Biomass",2029,0
"821","Current Measures","Megatonnes","Ontario","Biomass",2029,0
"822","Current Measures","Megatonnes","Prince Edward Island","Biomass",2029,0
"823","Current Measures","Megatonnes","Quebec","Biomass",2029,0.009812
"824","Current Measures","Megatonnes","Saskatchewan","Biomass",2029,0.000115
"825","Current Measures","Megatonnes","Yukon","Biomass",2029,0
"826","Current Measures","Megatonnes","Canada","Biomass",2029,0.010145
"827","Global Net-zero","Megatonnes","Alberta","Biomass",2029,0
"828","Global Net-zero","Megatonnes","British Columbia","Biomass",2029,0.010508
"829","Global Net-zero","Megatonnes","Manitoba","Biomass",2029,0
"830","Global Net-zero","Megatonnes","New Brunswick","Biomass",2029,0
"831","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2029,0
"832","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2029,0
"833","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2029,0
"834","Global Net-zero","Megatonnes","Nunavut","Biomass",2029,0
"835","Global Net-zero","Megatonnes","Ontario","Biomass",2029,0
"836","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2029,0
"837","Global Net-zero","Megatonnes","Quebec","Biomass",2029,0.030724
"838","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2029,0.010429
"839","Global Net-zero","Megatonnes","Yukon","Biomass",2029,0
"840","Global Net-zero","Megatonnes","Canada","Biomass",2029,0.051662
"841","Canada Net-zero","Megatonnes","Alberta","Biomass",2030,0
"842","Canada Net-zero","Megatonnes","British Columbia","Biomass",2030,0.020238
"843","Canada Net-zero","Megatonnes","Manitoba","Biomass",2030,0
"844","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2030,0
"845","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2030,0
"846","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2030,0
"847","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2030,0
"848","Canada Net-zero","Megatonnes","Nunavut","Biomass",2030,0
"849","Canada Net-zero","Megatonnes","Ontario","Biomass",2030,0
"850","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2030,0
"851","Canada Net-zero","Megatonnes","Quebec","Biomass",2030,0.048594
"852","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2030,0.021202
"853","Canada Net-zero","Megatonnes","Yukon","Biomass",2030,0
"854","Canada Net-zero","Megatonnes","Canada","Biomass",2030,0.090033
"855","Current Measures","Megatonnes","Alberta","Biomass",2030,0
"856","Current Measures","Megatonnes","British Columbia","Biomass",2030,0.000271
"857","Current Measures","Megatonnes","Manitoba","Biomass",2030,0
"858","Current Measures","Megatonnes","New Brunswick","Biomass",2030,0
"859","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2030,0
"860","Current Measures","Megatonnes","Northwest Territories","Biomass",2030,0
"861","Current Measures","Megatonnes","Nova Scotia","Biomass",2030,0
"862","Current Measures","Megatonnes","Nunavut","Biomass",2030,0
"863","Current Measures","Megatonnes","Ontario","Biomass",2030,0
"864","Current Measures","Megatonnes","Prince Edward Island","Biomass",2030,0
"865","Current Measures","Megatonnes","Quebec","Biomass",2030,0.009778
"866","Current Measures","Megatonnes","Saskatchewan","Biomass",2030,0.000168
"867","Current Measures","Megatonnes","Yukon","Biomass",2030,0
"868","Current Measures","Megatonnes","Canada","Biomass",2030,0.010217
"869","Global Net-zero","Megatonnes","Alberta","Biomass",2030,0
"870","Global Net-zero","Megatonnes","British Columbia","Biomass",2030,0.016213
"871","Global Net-zero","Megatonnes","Manitoba","Biomass",2030,0
"872","Global Net-zero","Megatonnes","New Brunswick","Biomass",2030,0
"873","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2030,0
"874","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2030,0
"875","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2030,0
"876","Global Net-zero","Megatonnes","Nunavut","Biomass",2030,0
"877","Global Net-zero","Megatonnes","Ontario","Biomass",2030,0
"878","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2030,0
"879","Global Net-zero","Megatonnes","Quebec","Biomass",2030,0.042241
"880","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2030,0.015946
"881","Global Net-zero","Megatonnes","Yukon","Biomass",2030,0
"882","Global Net-zero","Megatonnes","Canada","Biomass",2030,0.0744
"883","Canada Net-zero","Megatonnes","Alberta","Biomass",2031,0
"884","Canada Net-zero","Megatonnes","British Columbia","Biomass",2031,0.030807
"885","Canada Net-zero","Megatonnes","Manitoba","Biomass",2031,0
"886","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2031,0
"887","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2031,0
"888","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2031,0
"889","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2031,0
"890","Canada Net-zero","Megatonnes","Nunavut","Biomass",2031,0
"891","Canada Net-zero","Megatonnes","Ontario","Biomass",2031,0
"892","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2031,0
"893","Canada Net-zero","Megatonnes","Quebec","Biomass",2031,0.066677
"894","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2031,0.031215
"895","Canada Net-zero","Megatonnes","Yukon","Biomass",2031,0
"896","Canada Net-zero","Megatonnes","Canada","Biomass",2031,0.128698
"897","Current Measures","Megatonnes","Alberta","Biomass",2031,0
"898","Current Measures","Megatonnes","British Columbia","Biomass",2031,0.000353
"899","Current Measures","Megatonnes","Manitoba","Biomass",2031,0
"900","Current Measures","Megatonnes","New Brunswick","Biomass",2031,0
"901","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2031,0
"902","Current Measures","Megatonnes","Northwest Territories","Biomass",2031,0
"903","Current Measures","Megatonnes","Nova Scotia","Biomass",2031,0
"904","Current Measures","Megatonnes","Nunavut","Biomass",2031,0
"905","Current Measures","Megatonnes","Ontario","Biomass",2031,0
"906","Current Measures","Megatonnes","Prince Edward Island","Biomass",2031,0
"907","Current Measures","Megatonnes","Quebec","Biomass",2031,0.009582
"908","Current Measures","Megatonnes","Saskatchewan","Biomass",2031,0.000247
"909","Current Measures","Megatonnes","Yukon","Biomass",2031,0
"910","Current Measures","Megatonnes","Canada","Biomass",2031,0.010182
"911","Global Net-zero","Megatonnes","Alberta","Biomass",2031,0
"912","Global Net-zero","Megatonnes","British Columbia","Biomass",2031,0.023762
"913","Global Net-zero","Megatonnes","Manitoba","Biomass",2031,0
"914","Global Net-zero","Megatonnes","New Brunswick","Biomass",2031,0
"915","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2031,0
"916","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2031,0
"917","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2031,0
"918","Global Net-zero","Megatonnes","Nunavut","Biomass",2031,0
"919","Global Net-zero","Megatonnes","Ontario","Biomass",2031,0
"920","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2031,0
"921","Global Net-zero","Megatonnes","Quebec","Biomass",2031,0.057278
"922","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2031,0.023758
"923","Global Net-zero","Megatonnes","Yukon","Biomass",2031,0
"924","Global Net-zero","Megatonnes","Canada","Biomass",2031,0.104798
"925","Canada Net-zero","Megatonnes","Alberta","Biomass",2032,0
"926","Canada Net-zero","Megatonnes","British Columbia","Biomass",2032,0.043833
"927","Canada Net-zero","Megatonnes","Manitoba","Biomass",2032,0
"928","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2032,0
"929","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2032,0
"930","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2032,0
"931","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2032,0
"932","Canada Net-zero","Megatonnes","Nunavut","Biomass",2032,0
"933","Canada Net-zero","Megatonnes","Ontario","Biomass",2032,0
"934","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2032,0
"935","Canada Net-zero","Megatonnes","Quebec","Biomass",2032,0.088064
"936","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2032,0.042942
"937","Canada Net-zero","Megatonnes","Yukon","Biomass",2032,0
"938","Canada Net-zero","Megatonnes","Canada","Biomass",2032,0.174839
"939","Current Measures","Megatonnes","Alberta","Biomass",2032,0
"940","Current Measures","Megatonnes","British Columbia","Biomass",2032,0.000443
"941","Current Measures","Megatonnes","Manitoba","Biomass",2032,0
"942","Current Measures","Megatonnes","New Brunswick","Biomass",2032,0
"943","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2032,0
"944","Current Measures","Megatonnes","Northwest Territories","Biomass",2032,0
"945","Current Measures","Megatonnes","Nova Scotia","Biomass",2032,0
"946","Current Measures","Megatonnes","Nunavut","Biomass",2032,0
"947","Current Measures","Megatonnes","Ontario","Biomass",2032,0
"948","Current Measures","Megatonnes","Prince Edward Island","Biomass",2032,0
"949","Current Measures","Megatonnes","Quebec","Biomass",2032,0.009393
"950","Current Measures","Megatonnes","Saskatchewan","Biomass",2032,0.000339
"951","Current Measures","Megatonnes","Yukon","Biomass",2032,0
"952","Current Measures","Megatonnes","Canada","Biomass",2032,0.010176
"953","Global Net-zero","Megatonnes","Alberta","Biomass",2032,0
"954","Global Net-zero","Megatonnes","British Columbia","Biomass",2032,0.033539
"955","Global Net-zero","Megatonnes","Manitoba","Biomass",2032,0
"956","Global Net-zero","Megatonnes","New Brunswick","Biomass",2032,0
"957","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2032,0
"958","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2032,0
"959","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2032,0
"960","Global Net-zero","Megatonnes","Nunavut","Biomass",2032,0
"961","Global Net-zero","Megatonnes","Ontario","Biomass",2032,0
"962","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2032,0
"963","Global Net-zero","Megatonnes","Quebec","Biomass",2032,0.075652
"964","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2032,0.033499
"965","Global Net-zero","Megatonnes","Yukon","Biomass",2032,0
"966","Global Net-zero","Megatonnes","Canada","Biomass",2032,0.14269
"967","Canada Net-zero","Megatonnes","Alberta","Biomass",2033,0
"968","Canada Net-zero","Megatonnes","British Columbia","Biomass",2033,0.058111
"969","Canada Net-zero","Megatonnes","Manitoba","Biomass",2033,0
"970","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2033,0
"971","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2033,0
"972","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2033,0
"973","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2033,0
"974","Canada Net-zero","Megatonnes","Nunavut","Biomass",2033,0
"975","Canada Net-zero","Megatonnes","Ontario","Biomass",2033,0
"976","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2033,0
"977","Canada Net-zero","Megatonnes","Quebec","Biomass",2033,0.112208
"978","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2033,0.056364
"979","Canada Net-zero","Megatonnes","Yukon","Biomass",2033,0
"980","Canada Net-zero","Megatonnes","Canada","Biomass",2033,0.226683
"981","Current Measures","Megatonnes","Alberta","Biomass",2033,0
"982","Current Measures","Megatonnes","British Columbia","Biomass",2033,0.000532
"983","Current Measures","Megatonnes","Manitoba","Biomass",2033,0
"984","Current Measures","Megatonnes","New Brunswick","Biomass",2033,0
"985","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2033,0
"986","Current Measures","Megatonnes","Northwest Territories","Biomass",2033,0
"987","Current Measures","Megatonnes","Nova Scotia","Biomass",2033,0
"988","Current Measures","Megatonnes","Nunavut","Biomass",2033,0
"989","Current Measures","Megatonnes","Ontario","Biomass",2033,0
"990","Current Measures","Megatonnes","Prince Edward Island","Biomass",2033,0
"991","Current Measures","Megatonnes","Quebec","Biomass",2033,0.009789
"992","Current Measures","Megatonnes","Saskatchewan","Biomass",2033,0.000444
"993","Current Measures","Megatonnes","Yukon","Biomass",2033,0
"994","Current Measures","Megatonnes","Canada","Biomass",2033,0.010766
"995","Global Net-zero","Megatonnes","Alberta","Biomass",2033,0
"996","Global Net-zero","Megatonnes","British Columbia","Biomass",2033,0.044996
"997","Global Net-zero","Megatonnes","Manitoba","Biomass",2033,0
"998","Global Net-zero","Megatonnes","New Brunswick","Biomass",2033,0
"999","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2033,0
"1000","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2033,0
"1001","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2033,0
"1002","Global Net-zero","Megatonnes","Nunavut","Biomass",2033,0
"1003","Global Net-zero","Megatonnes","Ontario","Biomass",2033,0
"1004","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2033,0
"1005","Global Net-zero","Megatonnes","Quebec","Biomass",2033,0.096822
"1006","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2033,0.044925
"1007","Global Net-zero","Megatonnes","Yukon","Biomass",2033,0
"1008","Global Net-zero","Megatonnes","Canada","Biomass",2033,0.186743
"1009","Canada Net-zero","Megatonnes","Alberta","Biomass",2034,0
"1010","Canada Net-zero","Megatonnes","British Columbia","Biomass",2034,0.073502
"1011","Canada Net-zero","Megatonnes","Manitoba","Biomass",2034,0
"1012","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2034,0
"1013","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2034,0
"1014","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2034,0
"1015","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2034,0
"1016","Canada Net-zero","Megatonnes","Nunavut","Biomass",2034,0
"1017","Canada Net-zero","Megatonnes","Ontario","Biomass",2034,0
"1018","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2034,0
"1019","Canada Net-zero","Megatonnes","Quebec","Biomass",2034,0.137801
"1020","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2034,0.071407
"1021","Canada Net-zero","Megatonnes","Yukon","Biomass",2034,0
"1022","Canada Net-zero","Megatonnes","Canada","Biomass",2034,0.282711
"1023","Current Measures","Megatonnes","Alberta","Biomass",2034,0
"1024","Current Measures","Megatonnes","British Columbia","Biomass",2034,0.000628
"1025","Current Measures","Megatonnes","Manitoba","Biomass",2034,0
"1026","Current Measures","Megatonnes","New Brunswick","Biomass",2034,0
"1027","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2034,0
"1028","Current Measures","Megatonnes","Northwest Territories","Biomass",2034,0
"1029","Current Measures","Megatonnes","Nova Scotia","Biomass",2034,0
"1030","Current Measures","Megatonnes","Nunavut","Biomass",2034,0
"1031","Current Measures","Megatonnes","Ontario","Biomass",2034,0
"1032","Current Measures","Megatonnes","Prince Edward Island","Biomass",2034,0
"1033","Current Measures","Megatonnes","Quebec","Biomass",2034,0.009573
"1034","Current Measures","Megatonnes","Saskatchewan","Biomass",2034,0.000557
"1035","Current Measures","Megatonnes","Yukon","Biomass",2034,0
"1036","Current Measures","Megatonnes","Canada","Biomass",2034,0.010757
"1037","Global Net-zero","Megatonnes","Alberta","Biomass",2034,0
"1038","Global Net-zero","Megatonnes","British Columbia","Biomass",2034,0.058051
"1039","Global Net-zero","Megatonnes","Manitoba","Biomass",2034,0
"1040","Global Net-zero","Megatonnes","New Brunswick","Biomass",2034,0
"1041","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2034,0
"1042","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2034,0
"1043","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2034,0
"1044","Global Net-zero","Megatonnes","Nunavut","Biomass",2034,0
"1045","Global Net-zero","Megatonnes","Ontario","Biomass",2034,0
"1046","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2034,0
"1047","Global Net-zero","Megatonnes","Quebec","Biomass",2034,0.11924
"1048","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2034,0.057792
"1049","Global Net-zero","Megatonnes","Yukon","Biomass",2034,0
"1050","Global Net-zero","Megatonnes","Canada","Biomass",2034,0.235082
"1051","Canada Net-zero","Megatonnes","Alberta","Biomass",2035,0
"1052","Canada Net-zero","Megatonnes","British Columbia","Biomass",2035,0.094624
"1053","Canada Net-zero","Megatonnes","Manitoba","Biomass",2035,0
"1054","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2035,0
"1055","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2035,0
"1056","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2035,0
"1057","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2035,0
"1058","Canada Net-zero","Megatonnes","Nunavut","Biomass",2035,0
"1059","Canada Net-zero","Megatonnes","Ontario","Biomass",2035,0
"1060","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2035,0
"1061","Canada Net-zero","Megatonnes","Quebec","Biomass",2035,0.167716
"1062","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2035,0.092121
"1063","Canada Net-zero","Megatonnes","Yukon","Biomass",2035,0
"1064","Canada Net-zero","Megatonnes","Canada","Biomass",2035,0.354461
"1065","Current Measures","Megatonnes","Alberta","Biomass",2035,0
"1066","Current Measures","Megatonnes","British Columbia","Biomass",2035,0.000723
"1067","Current Measures","Megatonnes","Manitoba","Biomass",2035,0
"1068","Current Measures","Megatonnes","New Brunswick","Biomass",2035,0
"1069","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2035,0
"1070","Current Measures","Megatonnes","Northwest Territories","Biomass",2035,0
"1071","Current Measures","Megatonnes","Nova Scotia","Biomass",2035,0
"1072","Current Measures","Megatonnes","Nunavut","Biomass",2035,0
"1073","Current Measures","Megatonnes","Ontario","Biomass",2035,0
"1074","Current Measures","Megatonnes","Prince Edward Island","Biomass",2035,0
"1075","Current Measures","Megatonnes","Quebec","Biomass",2035,0.00936
"1076","Current Measures","Megatonnes","Saskatchewan","Biomass",2035,0.000672
"1077","Current Measures","Megatonnes","Yukon","Biomass",2035,0
"1078","Current Measures","Megatonnes","Canada","Biomass",2035,0.010755
"1079","Global Net-zero","Megatonnes","Alberta","Biomass",2035,0
"1080","Global Net-zero","Megatonnes","British Columbia","Biomass",2035,0.077113
"1081","Global Net-zero","Megatonnes","Manitoba","Biomass",2035,0
"1082","Global Net-zero","Megatonnes","New Brunswick","Biomass",2035,0
"1083","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2035,0
"1084","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2035,0
"1085","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2035,0
"1086","Global Net-zero","Megatonnes","Nunavut","Biomass",2035,0
"1087","Global Net-zero","Megatonnes","Ontario","Biomass",2035,0
"1088","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2035,0
"1089","Global Net-zero","Megatonnes","Quebec","Biomass",2035,0.146277
"1090","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2035,0.071807
"1091","Global Net-zero","Megatonnes","Yukon","Biomass",2035,0
"1092","Global Net-zero","Megatonnes","Canada","Biomass",2035,0.295196
"1093","Canada Net-zero","Megatonnes","Alberta","Biomass",2036,0
"1094","Canada Net-zero","Megatonnes","British Columbia","Biomass",2036,0.120891
"1095","Canada Net-zero","Megatonnes","Manitoba","Biomass",2036,0
"1096","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2036,0
"1097","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2036,0
"1098","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2036,0
"1099","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2036,0
"1100","Canada Net-zero","Megatonnes","Nunavut","Biomass",2036,0
"1101","Canada Net-zero","Megatonnes","Ontario","Biomass",2036,0
"1102","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2036,0
"1103","Canada Net-zero","Megatonnes","Quebec","Biomass",2036,0.201651
"1104","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2036,0.111264
"1105","Canada Net-zero","Megatonnes","Yukon","Biomass",2036,0
"1106","Canada Net-zero","Megatonnes","Canada","Biomass",2036,0.433806
"1107","Current Measures","Megatonnes","Alberta","Biomass",2036,0
"1108","Current Measures","Megatonnes","British Columbia","Biomass",2036,0.000815
"1109","Current Measures","Megatonnes","Manitoba","Biomass",2036,0
"1110","Current Measures","Megatonnes","New Brunswick","Biomass",2036,0
"1111","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2036,0
"1112","Current Measures","Megatonnes","Northwest Territories","Biomass",2036,0
"1113","Current Measures","Megatonnes","Nova Scotia","Biomass",2036,0
"1114","Current Measures","Megatonnes","Nunavut","Biomass",2036,0
"1115","Current Measures","Megatonnes","Ontario","Biomass",2036,0
"1116","Current Measures","Megatonnes","Prince Edward Island","Biomass",2036,0
"1117","Current Measures","Megatonnes","Quebec","Biomass",2036,0.009159
"1118","Current Measures","Megatonnes","Saskatchewan","Biomass",2036,0.000784
"1119","Current Measures","Megatonnes","Yukon","Biomass",2036,0
"1120","Current Measures","Megatonnes","Canada","Biomass",2036,0.010758
"1121","Global Net-zero","Megatonnes","Alberta","Biomass",2036,0
"1122","Global Net-zero","Megatonnes","British Columbia","Biomass",2036,0.101556
"1123","Global Net-zero","Megatonnes","Manitoba","Biomass",2036,0
"1124","Global Net-zero","Megatonnes","New Brunswick","Biomass",2036,0
"1125","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2036,0
"1126","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2036,0
"1127","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2036,0
"1128","Global Net-zero","Megatonnes","Nunavut","Biomass",2036,0
"1129","Global Net-zero","Megatonnes","Ontario","Biomass",2036,0
"1130","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2036,0
"1131","Global Net-zero","Megatonnes","Quebec","Biomass",2036,0.177402
"1132","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2036,0.088862
"1133","Global Net-zero","Megatonnes","Yukon","Biomass",2036,0
"1134","Global Net-zero","Megatonnes","Canada","Biomass",2036,0.367819
"1135","Canada Net-zero","Megatonnes","Alberta","Biomass",2037,0
"1136","Canada Net-zero","Megatonnes","British Columbia","Biomass",2037,0.149599
"1137","Canada Net-zero","Megatonnes","Manitoba","Biomass",2037,0
"1138","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2037,0
"1139","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2037,0
"1140","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2037,0
"1141","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2037,0
"1142","Canada Net-zero","Megatonnes","Nunavut","Biomass",2037,0
"1143","Canada Net-zero","Megatonnes","Ontario","Biomass",2037,0
"1144","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2037,0
"1145","Canada Net-zero","Megatonnes","Quebec","Biomass",2037,0.236503
"1146","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2037,0.133507
"1147","Canada Net-zero","Megatonnes","Yukon","Biomass",2037,0
"1148","Canada Net-zero","Megatonnes","Canada","Biomass",2037,0.519609
"1149","Current Measures","Megatonnes","Alberta","Biomass",2037,0
"1150","Current Measures","Megatonnes","British Columbia","Biomass",2037,0.000896
"1151","Current Measures","Megatonnes","Manitoba","Biomass",2037,0
"1152","Current Measures","Megatonnes","New Brunswick","Biomass",2037,0
"1153","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2037,0
"1154","Current Measures","Megatonnes","Northwest Territories","Biomass",2037,0
"1155","Current Measures","Megatonnes","Nova Scotia","Biomass",2037,0
"1156","Current Measures","Megatonnes","Nunavut","Biomass",2037,0
"1157","Current Measures","Megatonnes","Ontario","Biomass",2037,0
"1158","Current Measures","Megatonnes","Prince Edward Island","Biomass",2037,0
"1159","Current Measures","Megatonnes","Quebec","Biomass",2037,0.008978
"1160","Current Measures","Megatonnes","Saskatchewan","Biomass",2037,0.000892
"1161","Current Measures","Megatonnes","Yukon","Biomass",2037,0
"1162","Current Measures","Megatonnes","Canada","Biomass",2037,0.010767
"1163","Global Net-zero","Megatonnes","Alberta","Biomass",2037,0
"1164","Global Net-zero","Megatonnes","British Columbia","Biomass",2037,0.128403
"1165","Global Net-zero","Megatonnes","Manitoba","Biomass",2037,0
"1166","Global Net-zero","Megatonnes","New Brunswick","Biomass",2037,0
"1167","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2037,0
"1168","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2037,0
"1169","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2037,0
"1170","Global Net-zero","Megatonnes","Nunavut","Biomass",2037,0
"1171","Global Net-zero","Megatonnes","Ontario","Biomass",2037,0
"1172","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2037,0
"1173","Global Net-zero","Megatonnes","Quebec","Biomass",2037,0.20959
"1174","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2037,0.103903
"1175","Global Net-zero","Megatonnes","Yukon","Biomass",2037,0
"1176","Global Net-zero","Megatonnes","Canada","Biomass",2037,0.441897
"1177","Canada Net-zero","Megatonnes","Alberta","Biomass",2038,0
"1178","Canada Net-zero","Megatonnes","British Columbia","Biomass",2038,0.178867
"1179","Canada Net-zero","Megatonnes","Manitoba","Biomass",2038,0
"1180","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2038,0
"1181","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2038,0
"1182","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2038,0
"1183","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2038,0
"1184","Canada Net-zero","Megatonnes","Nunavut","Biomass",2038,0
"1185","Canada Net-zero","Megatonnes","Ontario","Biomass",2038,0
"1186","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2038,0
"1187","Canada Net-zero","Megatonnes","Quebec","Biomass",2038,0.273118
"1188","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2038,0.157198
"1189","Canada Net-zero","Megatonnes","Yukon","Biomass",2038,0
"1190","Canada Net-zero","Megatonnes","Canada","Biomass",2038,0.609184
"1191","Current Measures","Megatonnes","Alberta","Biomass",2038,0
"1192","Current Measures","Megatonnes","British Columbia","Biomass",2038,0.000968
"1193","Current Measures","Megatonnes","Manitoba","Biomass",2038,0
"1194","Current Measures","Megatonnes","New Brunswick","Biomass",2038,0
"1195","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2038,0
"1196","Current Measures","Megatonnes","Northwest Territories","Biomass",2038,0
"1197","Current Measures","Megatonnes","Nova Scotia","Biomass",2038,0
"1198","Current Measures","Megatonnes","Nunavut","Biomass",2038,0
"1199","Current Measures","Megatonnes","Ontario","Biomass",2038,0
"1200","Current Measures","Megatonnes","Prince Edward Island","Biomass",2038,0
"1201","Current Measures","Megatonnes","Quebec","Biomass",2038,0.009301
"1202","Current Measures","Megatonnes","Saskatchewan","Biomass",2038,0.000997
"1203","Current Measures","Megatonnes","Yukon","Biomass",2038,0
"1204","Current Measures","Megatonnes","Canada","Biomass",2038,0.011265
"1205","Global Net-zero","Megatonnes","Alberta","Biomass",2038,0
"1206","Global Net-zero","Megatonnes","British Columbia","Biomass",2038,0.155475
"1207","Global Net-zero","Megatonnes","Manitoba","Biomass",2038,0
"1208","Global Net-zero","Megatonnes","New Brunswick","Biomass",2038,0
