"","Scenario","Year","Unit","Variable","Value"
"418","Current Measures","2008","Megatonnes","Land Use, Land Use Change and Forestry",-21.375972764
"419","Current Measures","2009","Megatonnes","Land Use, Land Use Change and Forestry",-48.795110435
"420","Current Measures","2010","Megatonnes","Land Use, Land Use Change and Forestry",-18.172995511
"421","Current Measures","2011","Megatonnes","Land Use, Land Use Change and Forestry",-11.9499964449999
"422","Current Measures","2012","Megatonnes","Land Use, Land Use Change and Forestry",-21.186483908
"423","Current Measures","2013","Megatonnes","Land Use, Land Use Change and Forestry",-19.733200527
"424","Current Measures","2014","Megatonnes","Land Use, Land Use Change and Forestry",-39.315970058
"425","Current Measures","2015","Megatonnes","Land Use, Land Use Change and Forestry",0.0238996389999869
"426","Current Measures","2016","Megatonnes","Land Use, Land Use Change and Forestry",-10.95583335
"427","Current Measures","2017","Megatonnes","Land Use, Land Use Change and Forestry",-16.226608235
"428","Current Measures","2018","Megatonnes","Land Use, Land Use Change and Forestry",-11.293653983
"429","Current Measures","2019","Megatonnes","Land Use, Land Use Change and Forestry",-18.821113315
"430","Current Measures","2020","Megatonnes","Land Use, Land Use Change and Forestry",-13.38768103
"431","Current Measures","2021","Megatonnes","Land Use, Land Use Change and Forestry",-17.302572539
"432","Current Measures","2022","Megatonnes","Land Use, Land Use Change and Forestry",-15.4063258204
"433","Current Measures","2023","Megatonnes","Land Use, Land Use Change and Forestry",-15.04303509285
"434","Current Measures","2024","Megatonnes","Land Use, Land Use Change and Forestry",-14.6797443653
"435","Current Measures","2025","Megatonnes","Land Use, Land Use Change and Forestry",-14.31645363775
"436","Current Measures","2026","Megatonnes","Land Use, Land Use Change and Forestry",-13.9531629102
"437","Current Measures","2027","Megatonnes","Land Use, Land Use Change and Forestry",-13.58987218265
"438","Current Measures","2028","Megatonnes","Land Use, Land Use Change and Forestry",-13.2265814551
"439","Current Measures","2029","Megatonnes","Land Use, Land Use Change and Forestry",-12.86329072755
"440","Current Measures","2030","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"441","Current Measures","2031","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"442","Current Measures","2032","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"443","Current Measures","2033","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"444","Current Measures","2034","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"445","Current Measures","2035","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"446","Current Measures","2036","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"447","Current Measures","2037","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"448","Current Measures","2038","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"449","Current Measures","2039","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"450","Current Measures","2040","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"451","Current Measures","2041","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"452","Current Measures","2042","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"453","Current Measures","2043","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"454","Current Measures","2044","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"455","Current Measures","2045","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"456","Current Measures","2046","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"457","Current Measures","2047","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"458","Current Measures","2048","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"459","Current Measures","2049","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"460","Current Measures","2050","Megatonnes","Land Use, Land Use Change and Forestry",-12.5
"461","Current Measures","2005","Megatonnes","Direct Air Capture",0
"462","Current Measures","2006","Megatonnes","Direct Air Capture",0
"463","Current Measures","2007","Megatonnes","Direct Air Capture",0
"464","Current Measures","2008","Megatonnes","Direct Air Capture",0
"465","Current Measures","2009","Megatonnes","Direct Air Capture",0
"466","Current Measures","2010","Megatonnes","Direct Air Capture",0
"467","Current Measures","2011","Megatonnes","Direct Air Capture",0
"468","Current Measures","2012","Megatonnes","Direct Air Capture",0
"469","Current Measures","2013","Megatonnes","Direct Air Capture",0
"470","Current Measures","2014","Megatonnes","Direct Air Capture",0
"471","Current Measures","2015","Megatonnes","Direct Air Capture",0
"472","Current Measures","2016","Megatonnes","Direct Air Capture",0
"473","Current Measures","2017","Megatonnes","Direct Air Capture",0
"474","Current Measures","2018","Megatonnes","Direct Air Capture",0
"475","Current Measures","2019","Megatonnes","Direct Air Capture",0
"476","Current Measures","2020","Megatonnes","Direct Air Capture",0
"477","Current Measures","2021","Megatonnes","Direct Air Capture",0
"478","Current Measures","2022","Megatonnes","Direct Air Capture",0
"479","Current Measures","2023","Megatonnes","Direct Air Capture",0
"480","Current Measures","2024","Megatonnes","Direct Air Capture",0
"481","Current Measures","2025","Megatonnes","Direct Air Capture",0
"482","Current Measures","2026","Megatonnes","Direct Air Capture",0
"483","Current Measures","2027","Megatonnes","Direct Air Capture",0
"484","Current Measures","2028","Megatonnes","Direct Air Capture",0
"485","Current Measures","2029","Megatonnes","Direct Air Capture",0
"486","Current Measures","2030","Megatonnes","Direct Air Capture",0
"487","Current Measures","2031","Megatonnes","Direct Air Capture",0
"488","Current Measures","2032","Megatonnes","Direct Air Capture",0
"489","Current Measures","2033","Megatonnes","Direct Air Capture",0
"490","Current Measures","2034","Megatonnes","Direct Air Capture",0
"491","Current Measures","2035","Megatonnes","Direct Air Capture",0
"492","Current Measures","2036","Megatonnes","Direct Air Capture",0
"493","Current Measures","2037","Megatonnes","Direct Air Capture",0
"494","Current Measures","2038","Megatonnes","Direct Air Capture",0
"495","Current Measures","2039","Megatonnes","Direct Air Capture",0
"496","Current Measures","2040","Megatonnes","Direct Air Capture",0
"497","Current Measures","2041","Megatonnes","Direct Air Capture",0
"498","Current Measures","2042","Megatonnes","Direct Air Capture",0
"499","Current Measures","2043","Megatonnes","Direct Air Capture",0
"500","Current Measures","2044","Megatonnes","Direct Air Capture",0
"501","Current Measures","2045","Megatonnes","Direct Air Capture",0
"502","Current Measures","2046","Megatonnes","Direct Air Capture",0
"503","Current Measures","2047","Megatonnes","Direct Air Capture",0
"504","Current Measures","2048","Megatonnes","Direct Air Capture",0
"505","Current Measures","2049","Megatonnes","Direct Air Capture",0
"506","Current Measures","2050","Megatonnes","Direct Air Capture",0
"507","Global Net-zero","2005","Megatonnes","Total",726.676389858023
"508","Global Net-zero","2006","Megatonnes","Total",705.9536556105
"509","Global Net-zero","2007","Megatonnes","Total",731.193600372274
"510","Global Net-zero","2008","Megatonnes","Total",709.42526213936
"511","Global Net-zero","2009","Megatonnes","Total",640.754212362474
"512","Global Net-zero","2010","Megatonnes","Total",683.694543186685
"513","Global Net-zero","2011","Megatonnes","Total",699.362068102402
"514","Global Net-zero","2012","Megatonnes","Total",695.182800178982
"515","Global Net-zero","2013","Megatonnes","Total",703.363108084667
"516","Global Net-zero","2014","Megatonnes","Total",680.879488179281
"517","Global Net-zero","2015","Megatonnes","Total",722.940317196629
"518","Global Net-zero","2016","Megatonnes","Total",693.969938068246
"519","Global Net-zero","2017","Megatonnes","Total",696.005530999964
"520","Global Net-zero","2018","Megatonnes","Total",713.321329181956
"521","Global Net-zero","2019","Megatonnes","Total",704.858189434808
"522","Global Net-zero","2020","Megatonnes","Total",645.400501270509
"523","Global Net-zero","2021","Megatonnes","Total",653.125114018173
"524","Global Net-zero","2022","Megatonnes","Total",672.924492436461
"525","Global Net-zero","2023","Megatonnes","Total",670.107007517545
"526","Global Net-zero","2024","Megatonnes","Total",645.859911568285
"527","Global Net-zero","2025","Megatonnes","Total",619.999627740747
"528","Global Net-zero","2026","Megatonnes","Total",605.787978695152
"529","Global Net-zero","2027","Megatonnes","Total",588.887619430494
"530","Global Net-zero","2028","Megatonnes","Total",566.305301843761
"531","Global Net-zero","2029","Megatonnes","Total",537.238559927701
"532","Global Net-zero","2030","Megatonnes","Total",502.387918056116
"533","Global Net-zero","2031","Megatonnes","Total",468.000664591869
"534","Global Net-zero","2032","Megatonnes","Total",433.704984853688
"535","Global Net-zero","2033","Megatonnes","Total",403.574118029846
"536","Global Net-zero","2034","Megatonnes","Total",369.34791211049
"537","Global Net-zero","2035","Megatonnes","Total",336.212908278533
"538","Global Net-zero","2036","Megatonnes","Total",306.437743004494
"539","Global Net-zero","2037","Megatonnes","Total",277.724011700706
"540","Global Net-zero","2038","Megatonnes","Total",251.197888659835
"541","Global Net-zero","2039","Megatonnes","Total",227.56188484213
"542","Global Net-zero","2040","Megatonnes","Total",204.238383143541
"543","Global Net-zero","2041","Megatonnes","Total",179.940539976302
"544","Global Net-zero","2042","Megatonnes","Total",158.608355884132
"545","Global Net-zero","2043","Megatonnes","Total",138.02766971304
"546","Global Net-zero","2044","Megatonnes","Total",117.950908773764
"547","Global Net-zero","2045","Megatonnes","Total",97.264122390114
"548","Global Net-zero","2046","Megatonnes","Total",76.1434604346039
"549","Global Net-zero","2047","Megatonnes","Total",56.6294536679095
"550","Global Net-zero","2048","Megatonnes","Total",37.4135273516864
"551","Global Net-zero","2049","Megatonnes","Total",18.7803141807357
"552","Global Net-zero","2050","Megatonnes","Total",0
"553","Global Net-zero","2005","Megatonnes","Oil and Gas",168.33486843594
"554","Global Net-zero","2006","Megatonnes","Oil and Gas",174.649541976679
"555","Global Net-zero","2007","Megatonnes","Oil and Gas",179.819385240128
"556","Global Net-zero","2008","Megatonnes","Oil and Gas",176.549130245942
"557","Global Net-zero","2009","Megatonnes","Oil and Gas",173.776286903663
"558","Global Net-zero","2010","Megatonnes","Oil and Gas",179.321067908458
"559","Global Net-zero","2011","Megatonnes","Oil and Gas",184.798891637198
"560","Global Net-zero","2012","Megatonnes","Oil and Gas",192.142087842338
"561","Global Net-zero","2013","Megatonnes","Oil and Gas",196.832330324399
"562","Global Net-zero","2014","Megatonnes","Oil and Gas",202.380855579713
"563","Global Net-zero","2015","Megatonnes","Oil and Gas",203.054971864198
"564","Global Net-zero","2016","Megatonnes","Oil and Gas",191.457730866978
"565","Global Net-zero","2017","Megatonnes","Oil and Gas",194.020576359521
"566","Global Net-zero","2018","Megatonnes","Oil and Gas",202.493210939097
"567","Global Net-zero","2019","Megatonnes","Oil and Gas",201.3172403591
"568","Global Net-zero","2020","Megatonnes","Oil and Gas",183.354026811475
"569","Global Net-zero","2021","Megatonnes","Oil and Gas",189.152351451341
"570","Global Net-zero","2022","Megatonnes","Oil and Gas",191.42340744138
"571","Global Net-zero","2023","Megatonnes","Oil and Gas",188.992165350424
"572","Global Net-zero","2024","Megatonnes","Oil and Gas",182.838167539375
"573","Global Net-zero","2025","Megatonnes","Oil and Gas",175.984731890463
"574","Global Net-zero","2026","Megatonnes","Oil and Gas",170.471229047491
"575","Global Net-zero","2027","Megatonnes","Oil and Gas",161.760222633455
"576","Global Net-zero","2028","Megatonnes","Oil and Gas",151.193446275815
"577","Global Net-zero","2029","Megatonnes","Oil and Gas",139.062286730775
"578","Global Net-zero","2030","Megatonnes","Oil and Gas",126.284217805238
"579","Global Net-zero","2031","Megatonnes","Oil and Gas",115.174947359659
"580","Global Net-zero","2032","Megatonnes","Oil and Gas",104.471715688213
"581","Global Net-zero","2033","Megatonnes","Oil and Gas",92.4111401572777
"582","Global Net-zero","2034","Megatonnes","Oil and Gas",80.5481946858407
"583","Global Net-zero","2035","Megatonnes","Oil and Gas",70.8248501190967
"584","Global Net-zero","2036","Megatonnes","Oil and Gas",62.174816977724
"585","Global Net-zero","2037","Megatonnes","Oil and Gas",53.9661044626141
"586","Global Net-zero","2038","Megatonnes","Oil and Gas",48.3400596987288
"587","Global Net-zero","2039","Megatonnes","Oil and Gas",44.9755692211753
"588","Global Net-zero","2040","Megatonnes","Oil and Gas",41.2797369721525
"589","Global Net-zero","2041","Megatonnes","Oil and Gas",37.1363963339094
"590","Global Net-zero","2042","Megatonnes","Oil and Gas",34.5369301861979
"591","Global Net-zero","2043","Megatonnes","Oil and Gas",32.130853741498
"592","Global Net-zero","2044","Megatonnes","Oil and Gas",29.9918385976933
"593","Global Net-zero","2045","Megatonnes","Oil and Gas",26.986494265873
"594","Global Net-zero","2046","Megatonnes","Oil and Gas",23.7064721267891
"595","Global Net-zero","2047","Megatonnes","Oil and Gas",21.9862082778335
"596","Global Net-zero","2048","Megatonnes","Oil and Gas",20.3503907113492
"597","Global Net-zero","2049","Megatonnes","Oil and Gas",18.8544212754454
"598","Global Net-zero","2050","Megatonnes","Oil and Gas",17.3552222158641
"599","Global Net-zero","2005","Megatonnes","Electricity",117.58324080937
"600","Global Net-zero","2006","Megatonnes","Electricity",111.62446664615
"601","Global Net-zero","2007","Megatonnes","Electricity",119.657399499057
"602","Global Net-zero","2008","Megatonnes","Electricity",108.886855792309
"603","Global Net-zero","2009","Megatonnes","Electricity",93.7705404789474
"604","Global Net-zero","2010","Megatonnes","Electricity",94.5998258504498
"605","Global Net-zero","2011","Megatonnes","Electricity",86.8736737470649
"606","Global Net-zero","2012","Megatonnes","Electricity",83.3040619415771
"607","Global Net-zero","2013","Megatonnes","Electricity",79.7009609694916
"608","Global Net-zero","2014","Megatonnes","Electricity",76.2877812455184
"609","Global Net-zero","2015","Megatonnes","Electricity",78.9485947617741
"610","Global Net-zero","2016","Megatonnes","Electricity",74.256745433
"611","Global Net-zero","2017","Megatonnes","Electricity",72.6056960203215
"612","Global Net-zero","2018","Megatonnes","Electricity",62.7414022749015
"613","Global Net-zero","2019","Megatonnes","Electricity",61.6066678475092
"614","Global Net-zero","2020","Megatonnes","Electricity",53.6844601523353
"615","Global Net-zero","2021","Megatonnes","Electricity",51.6778138928881
"616","Global Net-zero","2022","Megatonnes","Electricity",55.395035500204
"617","Global Net-zero","2023","Megatonnes","Electricity",53.1061448912645
"618","Global Net-zero","2024","Megatonnes","Electricity",44.4174963818469
"619","Global Net-zero","2025","Megatonnes","Electricity",35.1942054992716
"620","Global Net-zero","2026","Megatonnes","Electricity",36.041490712757
"621","Global Net-zero","2027","Megatonnes","Electricity",37.364651855548
"622","Global Net-zero","2028","Megatonnes","Electricity",37.7093590013176
"623","Global Net-zero","2029","Megatonnes","Electricity",35.1856010264619
"624","Global Net-zero","2030","Megatonnes","Electricity",28.8918259798207
"625","Global Net-zero","2031","Megatonnes","Electricity",18.5172666473223
"626","Global Net-zero","2032","Megatonnes","Electricity",9.59943722173031
"627","Global Net-zero","2033","Megatonnes","Electricity",7.08270603449961
"628","Global Net-zero","2034","Megatonnes","Electricity",1.55257764384908
"629","Global Net-zero","2035","Megatonnes","Electricity",-5.68442594153107
"630","Global Net-zero","2036","Megatonnes","Electricity",-8.14664448803775
"631","Global Net-zero","2037","Megatonnes","Electricity",-10.5646590992533
"632","Global Net-zero","2038","Megatonnes","Electricity",-12.8931146324646
"633","Global Net-zero","2039","Megatonnes","Electricity",-15.0277021543492
"634","Global Net-zero","2040","Megatonnes","Electricity",-16.8162182960745
"635","Global Net-zero","2041","Megatonnes","Electricity",-19.0766060497906
"636","Global Net-zero","2042","Megatonnes","Electricity",-20.9091728854632
"637","Global Net-zero","2043","Megatonnes","Electricity",-22.8851288810765
"638","Global Net-zero","2044","Megatonnes","Electricity",-25.0721844018952
"639","Global Net-zero","2045","Megatonnes","Electricity",-27.1709033396082
"640","Global Net-zero","2046","Megatonnes","Electricity",-29.0618369901856
"641","Global Net-zero","2047","Megatonnes","Electricity",-30.8168405234197
"642","Global Net-zero","2048","Megatonnes","Electricity",-32.4798966343364
"643","Global Net-zero","2049","Megatonnes","Electricity",-34.077935850766
"644","Global Net-zero","2050","Megatonnes","Electricity",-36.0152886370367
"645","Global Net-zero","2005","Megatonnes","Low or Non-emitting Hydrogen Production",0
"646","Global Net-zero","2006","Megatonnes","Low or Non-emitting Hydrogen Production",0
"647","Global Net-zero","2007","Megatonnes","Low or Non-emitting Hydrogen Production",0
"648","Global Net-zero","2008","Megatonnes","Low or Non-emitting Hydrogen Production",0
"649","Global Net-zero","2009","Megatonnes","Low or Non-emitting Hydrogen Production",0
"650","Global Net-zero","2010","Megatonnes","Low or Non-emitting Hydrogen Production",0
"651","Global Net-zero","2011","Megatonnes","Low or Non-emitting Hydrogen Production",0
"652","Global Net-zero","2012","Megatonnes","Low or Non-emitting Hydrogen Production",0
"653","Global Net-zero","2013","Megatonnes","Low or Non-emitting Hydrogen Production",0
"654","Global Net-zero","2014","Megatonnes","Low or Non-emitting Hydrogen Production",0
"655","Global Net-zero","2015","Megatonnes","Low or Non-emitting Hydrogen Production",0
"656","Global Net-zero","2016","Megatonnes","Low or Non-emitting Hydrogen Production",0
"657","Global Net-zero","2017","Megatonnes","Low or Non-emitting Hydrogen Production",0
"658","Global Net-zero","2018","Megatonnes","Low or Non-emitting Hydrogen Production",0
"659","Global Net-zero","2019","Megatonnes","Low or Non-emitting Hydrogen Production",0
"660","Global Net-zero","2020","Megatonnes","Low or Non-emitting Hydrogen Production",0
"661","Global Net-zero","2021","Megatonnes","Low or Non-emitting Hydrogen Production",0
"662","Global Net-zero","2022","Megatonnes","Low or Non-emitting Hydrogen Production",0.001131733
"663","Global Net-zero","2023","Megatonnes","Low or Non-emitting Hydrogen Production",0.000310608
"664","Global Net-zero","2024","Megatonnes","Low or Non-emitting Hydrogen Production",0.0673109
"665","Global Net-zero","2025","Megatonnes","Low or Non-emitting Hydrogen Production",0.164262
"666","Global Net-zero","2026","Megatonnes","Low or Non-emitting Hydrogen Production",0.244863
"667","Global Net-zero","2027","Megatonnes","Low or Non-emitting Hydrogen Production",0.303812
"668","Global Net-zero","2028","Megatonnes","Low or Non-emitting Hydrogen Production",0.344792
"669","Global Net-zero","2029","Megatonnes","Low or Non-emitting Hydrogen Production",0.414536
"670","Global Net-zero","2030","Megatonnes","Low or Non-emitting Hydrogen Production",0.529491999999999
"671","Global Net-zero","2031","Megatonnes","Low or Non-emitting Hydrogen Production",0.426109
"672","Global Net-zero","2032","Megatonnes","Low or Non-emitting Hydrogen Production",0.2005528
"673","Global Net-zero","2033","Megatonnes","Low or Non-emitting Hydrogen Production",-0.0125529999999999
"674","Global Net-zero","2034","Megatonnes","Low or Non-emitting Hydrogen Production",-0.298849999999999
"675","Global Net-zero","2035","Megatonnes","Low or Non-emitting Hydrogen Production",-1.0398952
"676","Global Net-zero","2036","Megatonnes","Low or Non-emitting Hydrogen Production",-2.128702
"677","Global Net-zero","2037","Megatonnes","Low or Non-emitting Hydrogen Production",-3.0827072
"678","Global Net-zero","2038","Megatonnes","Low or Non-emitting Hydrogen Production",-4.1835428
"679","Global Net-zero","2039","Megatonnes","Low or Non-emitting Hydrogen Production",-5.394762
"680","Global Net-zero","2040","Megatonnes","Low or Non-emitting Hydrogen Production",-6.7094956
"681","Global Net-zero","2041","Megatonnes","Low or Non-emitting Hydrogen Production",-8.266304
"682","Global Net-zero","2042","Megatonnes","Low or Non-emitting Hydrogen Production",-9.9409172
"683","Global Net-zero","2043","Megatonnes","Low or Non-emitting Hydrogen Production",-11.042158
"684","Global Net-zero","2044","Megatonnes","Low or Non-emitting Hydrogen Production",-12.1220788
"685","Global Net-zero","2045","Megatonnes","Low or Non-emitting Hydrogen Production",-13.1658332
"686","Global Net-zero","2046","Megatonnes","Low or Non-emitting Hydrogen Production",-14.5867332
"687","Global Net-zero","2047","Megatonnes","Low or Non-emitting Hydrogen Production",-16.07081472
"688","Global Net-zero","2048","Megatonnes","Low or Non-emitting Hydrogen Production",-17.60142056
"689","Global Net-zero","2049","Megatonnes","Low or Non-emitting Hydrogen Production",-19.19615312
"690","Global Net-zero","2050","Megatonnes","Low or Non-emitting Hydrogen Production",-20.7578472
"691","Global Net-zero","2005","Megatonnes","Transportation",156.789231398837
"692","Global Net-zero","2006","Megatonnes","Transportation",157.661817704718
"693","Global Net-zero","2007","Megatonnes","Transportation",162.652848842511
"694","Global Net-zero","2008","Megatonnes","Transportation",163.225256856413
"695","Global Net-zero","2009","Megatonnes","Transportation",162.032889410431
"696","Global Net-zero","2010","Megatonnes","Transportation",165.503582105083
"697","Global Net-zero","2011","Megatonnes","Transportation",164.423362935477
"698","Global Net-zero","2012","Megatonnes","Transportation",164.618385724774
"699","Global Net-zero","2013","Megatonnes","Transportation",167.105799721753
"700","Global Net-zero","2014","Megatonnes","Transportation",164.707158296229
"701","Global Net-zero","2015","Megatonnes","Transportation",162.59077884351
"702","Global Net-zero","2016","Megatonnes","Transportation",162.364838526307
"703","Global Net-zero","2017","Megatonnes","Transportation",165.371017447942
"704","Global Net-zero","2018","Megatonnes","Transportation",169.316979027229
"705","Global Net-zero","2019","Megatonnes","Transportation",170.163122336464
"706","Global Net-zero","2020","Megatonnes","Transportation",143.220233614359
"707","Global Net-zero","2021","Megatonnes","Transportation",150.114737099638
"708","Global Net-zero","2022","Megatonnes","Transportation",168.65091612
"709","Global Net-zero","2023","Megatonnes","Transportation",172.35512205
"710","Global Net-zero","2024","Megatonnes","Transportation",170.31297337
"711","Global Net-zero","2025","Megatonnes","Transportation",169.71529793
"712","Global Net-zero","2026","Megatonnes","Transportation",167.68365704
"713","Global Net-zero","2027","Megatonnes","Transportation",164.96477773
"714","Global Net-zero","2028","Megatonnes","Transportation",160.29144841
"715","Global Net-zero","2029","Megatonnes","Transportation",155.50013858
"716","Global Net-zero","2030","Megatonnes","Transportation",149.80221568
"717","Global Net-zero","2031","Megatonnes","Transportation",143.037712255
"718","Global Net-zero","2032","Megatonnes","Transportation",135.822057299
"719","Global Net-zero","2033","Megatonnes","Transportation",128.154142962
"720","Global Net-zero","2034","Megatonnes","Transportation",120.239325096
"721","Global Net-zero","2035","Megatonnes","Transportation",111.854394088
"722","Global Net-zero","2036","Megatonnes","Transportation",103.052726562
"723","Global Net-zero","2037","Megatonnes","Transportation",94.514323492
"724","Global Net-zero","2038","Megatonnes","Transportation",86.339935042
"725","Global Net-zero","2039","Megatonnes","Transportation",78.513110286
"726","Global Net-zero","2040","Megatonnes","Transportation",70.793114048
"727","Global Net-zero","2041","Megatonnes","Transportation",63.355522753
"728","Global Net-zero","2042","Megatonnes","Transportation",56.326527584
"729","Global Net-zero","2043","Megatonnes","Transportation",49.805533798
"730","Global Net-zero","2044","Megatonnes","Transportation",43.68605709
"731","Global Net-zero","2045","Megatonnes","Transportation",37.993988221
"732","Global Net-zero","2046","Megatonnes","Transportation",32.649121625
"733","Global Net-zero","2047","Megatonnes","Transportation",27.618517438
"734","Global Net-zero","2048","Megatonnes","Transportation",22.924789141
"735","Global Net-zero","2049","Megatonnes","Transportation",18.57979972
"736","Global Net-zero","2050","Megatonnes","Transportation",14.766734536
"737","Global Net-zero","2005","Megatonnes","Buildings",84.8494440050727
"738","Global Net-zero","2006","Megatonnes","Buildings",79.6627072203135
"739","Global Net-zero","2007","Megatonnes","Buildings",85.5204055631163
"740","Global Net-zero","2008","Megatonnes","Buildings",85.4325137128453
"741","Global Net-zero","2009","Megatonnes","Buildings",83.8652561035829
"742","Global Net-zero","2010","Megatonnes","Buildings",81.5053666919018
"743","Global Net-zero","2011","Megatonnes","Buildings",86.0148367632938
"744","Global Net-zero","2012","Megatonnes","Buildings",84.5349551102109
"745","Global Net-zero","2013","Megatonnes","Buildings",85.6590534243182
"746","Global Net-zero","2014","Megatonnes","Buildings",86.2359558576132
"747","Global Net-zero","2015","Megatonnes","Buildings",85.294219300465
"748","Global Net-zero","2016","Megatonnes","Buildings",84.8545423846131
"749","Global Net-zero","2017","Megatonnes","Buildings",87.7096065977111
"750","Global Net-zero","2018","Megatonnes","Buildings",92.3680408957698
"751","Global Net-zero","2019","Megatonnes","Buildings",93.2741018835545
"752","Global Net-zero","2020","Megatonnes","Buildings",89.1178698807782
"753","Global Net-zero","2021","Megatonnes","Buildings",87.1696046149819
"754","Global Net-zero","2022","Megatonnes","Buildings",81.9283228105488
"755","Global Net-zero","2023","Megatonnes","Buildings",81.0331198050925
"756","Global Net-zero","2024","Megatonnes","Buildings",79.2123589088119
"757","Global Net-zero","2025","Megatonnes","Buildings",76.953259258429
"758","Global Net-zero","2026","Megatonnes","Buildings",74.9124765935754
"759","Global Net-zero","2027","Megatonnes","Buildings",72.7564449246024
"760","Global Net-zero","2028","Megatonnes","Buildings",70.6330026262251
"761","Global Net-zero","2029","Megatonnes","Buildings",68.432174244487
"762","Global Net-zero","2030","Megatonnes","Buildings",66.1184604449535
"763","Global Net-zero","2031","Megatonnes","Buildings",63.873258616655
"764","Global Net-zero","2032","Megatonnes","Buildings",61.2374895640529
"765","Global Net-zero","2033","Megatonnes","Buildings",58.6649083048517
"766","Global Net-zero","2034","Megatonnes","Buildings",55.9578147337494
"767","Global Net-zero","2035","Megatonnes","Buildings",53.006145003008
"768","Global Net-zero","2036","Megatonnes","Buildings",50.2081912113939
"769","Global Net-zero","2037","Megatonnes","Buildings",47.9511336045772
"770","Global Net-zero","2038","Megatonnes","Buildings",45.6392091525268
"771","Global Net-zero","2039","Megatonnes","Buildings",43.4239948301705
"772","Global Net-zero","2040","Megatonnes","Buildings",41.2862426852844
"773","Global Net-zero","2041","Megatonnes","Buildings",39.1477247840415
"774","Global Net-zero","2042","Megatonnes","Buildings",37.1179754944181
"775","Global Net-zero","2043","Megatonnes","Buildings",35.1483615889345
"776","Global Net-zero","2044","Megatonnes","Buildings",33.337934327756
"777","Global Net-zero","2045","Megatonnes","Buildings",31.6542905829641
"778","Global Net-zero","2046","Megatonnes","Buildings",30.1986871180523
"779","Global Net-zero","2047","Megatonnes","Buildings",28.5485716797611
"780","Global Net-zero","2048","Megatonnes","Buildings",27.179906961359
"781","Global Net-zero","2049","Megatonnes","Buildings",25.9632041196894
"782","Global Net-zero","2050","Megatonnes","Buildings",24.8816611159594
"783","Global Net-zero","2005","Megatonnes","Heavy Industry",88.9892315797221
"784","Global Net-zero","2006","Megatonnes","Heavy Industry",88.7413067786696
"785","Global Net-zero","2007","Megatonnes","Heavy Industry",87.4088796064499
"786","Global Net-zero","2008","Megatonnes","Heavy Industry",85.8588197068612
"787","Global Net-zero","2009","Megatonnes","Heavy Industry",72.5300028945597
"788","Global Net-zero","2010","Megatonnes","Heavy Industry",75.6869847607848
"789","Global Net-zero","2011","Megatonnes","Heavy Industry",81.7798841154311
"790","Global Net-zero","2012","Megatonnes","Heavy Industry",81.8268305566788
"791","Global Net-zero","2013","Megatonnes","Heavy Industry",80.513213464397
"792","Global Net-zero","2014","Megatonnes","Heavy Industry",80.8614435808808
"793","Global Net-zero","2015","Megatonnes","Heavy Industry",80.5573679080247
"794","Global Net-zero","2016","Megatonnes","Heavy Industry",77.9796305552445
"795","Global Net-zero","2017","Megatonnes","Heavy Industry",77.3152699782535
"796","Global Net-zero","2018","Megatonnes","Heavy Industry",79.5642282916944
"797","Global Net-zero","2019","Megatonnes","Heavy Industry",78.7880676182336
"798","Global Net-zero","2020","Megatonnes","Heavy Industry",73.5758806568093
"799","Global Net-zero","2021","Megatonnes","Heavy Industry",76.8125528336277
"800","Global Net-zero","2022","Megatonnes","Heavy Industry",74.2066741646817
"801","Global Net-zero","2023","Megatonnes","Heavy Industry",75.928642164042
"802","Global Net-zero","2024","Megatonnes","Heavy Industry",74.5250157426156
"803","Global Net-zero","2025","Megatonnes","Heavy Industry",72.0733819816029
"804","Global Net-zero","2026","Megatonnes","Heavy Industry",69.6811938922449
"805","Global Net-zero","2027","Megatonnes","Heavy Industry",68.2404431241355
"806","Global Net-zero","2028","Megatonnes","Heavy Industry",65.9118809657584
"807","Global Net-zero","2029","Megatonnes","Heavy Industry",61.589421826018
"808","Global Net-zero","2030","Megatonnes","Heavy Industry",57.1251816206971
"809","Global Net-zero","2031","Megatonnes","Heavy Industry",54.9709971588847
"810","Global Net-zero","2032","Megatonnes","Heavy Industry",52.0975651113343
